source,context,tier,ground_truth,prediction,score,correct,matcher,code
GermlineVariantsWorkflowURL,DocumentReference,entity,Observation,DiagnosticReport,0.20644377171993256,False,magneto,
GermlineVariantsWorkflowType,DocumentReference,entity,Observation,DiagnosticReport,0.1872684359550476,False,magneto,
SomaticVariantsWorkflowURL,DocumentReference,entity,Observation,ServiceRequest,0.30504119396209717,False,magneto,
SomaticVariantsWorkflowType,DocumentReference,entity,Observation,ServiceRequest,0.20953041315078735,False,magneto,
SomaticVariantsSampleType,DocumentReference,entity,Observation,Specimen,0.22795194387435913,False,magneto,
StructuralVariantWorkflowURL,DocumentReference,entity,Observation,ServiceRequest,0.24880549311637878,False,magneto,
StructuralVariantWorkflowType,DocumentReference,entity,Observation,ResearchSubject,0.15514889359474182,False,magneto,
SpikeInConcentration,DocumentReference,entity,Observation,Medication,0.20459455251693726,False,magneto,
EmptyWellBarcode,DocumentReference,entity,Observation,Device,0.1680510938167572,False,magneto,
WellIndex,DocumentReference,entity,Observation,ResearchSubject,0.3051643371582031,False,magneto,
FeatureReferenceId,DocumentReference,entity,Observation,DocumentReference,0.49597588181495667,False,magneto,
ImagingAssayType,DocumentReference,entity,ServiceRequest,Device,0.3505993187427521,False,magneto,
SoftwareandVersion,DocumentReference,entity,Observation,DiagnosticReport,0.26722586154937744,False,magneto,
CommitSHA,DocumentReference,entity,Observation,Patient,0.2545078992843628,False,magneto,
Comment,,entity,Observation,Observation,0.306773841381073,True,magneto,
ChannelMetadataFilename,DocumentReference,entity,Observation,Device,0.16138267517089844,False,magneto,
Microscope,DocumentReference,entity,Observation,Observation,0.4047534465789795,True,magneto,
Objective,DocumentReference,entity,Observation,Observation,0.3853554129600525,True,magneto,
NominalMagnification,DocumentReference,entity,Observation,Observation,0.2880912721157074,True,magneto,
LensNA,DocumentReference,entity,Observation,Device,0.22413483262062073,False,magneto,
WorkingDistance,DocumentReference,entity,Observation,ResearchStudy,0.19879573583602905,False,magneto,
WorkingDistanceUnit,DocumentReference,entity,Observation,ResearchStudy,0.21547043323516846,False,magneto,
Immersion,DocumentReference,entity,Observation,Observation,0.32699429988861084,True,magneto,
Pyramid,DocumentReference,entity,Observation,Specimen,0.35227498412132263,False,magneto,
Zstack,DocumentReference,entity,Observation,Medication,0.19788093864917755,False,magneto,
Tseries,DocumentReference,entity,Observation,Device,0.26077428460121155,False,magneto,
PassedQC,DocumentReference,entity,Observation,DiagnosticReport,0.23073093593120575,False,magneto,
FOVnumber,DocumentReference,entity,Observation,DocumentReference,0.19550326466560364,False,magneto,
FOVX,DocumentReference,entity,Observation,Device,0.24319741129875183,False,magneto,
FOVXUnit,DocumentReference,entity,Observation,ResearchSubject,0.19109609723091125,False,magneto,
FOVY,DocumentReference,entity,Observation,Device,0.24047395586967468,False,magneto,
FOVYUnit,DocumentReference,entity,Observation,Medication,0.23987533152103424,False,magneto,
FrameAveraging,DocumentReference,entity,Observation,DocumentReference,0.19888241589069366,False,magneto,
ImageID,DocumentReference,entity,Observation,Device,0.30968713760375977,False,magneto,
DimensionOrder,DocumentReference,entity,Observation,Device,0.19122353196144104,False,magneto,
PhysicalSizeX,DocumentReference,entity,Observation,Device,0.2737267315387726,False,magneto,
PhysicalSizeXUnit,DocumentReference,entity,Observation,Device,0.2153123915195465,False,magneto,
PhysicalSizeY,DocumentReference,entity,Observation,Device,0.2886723279953003,False,magneto,
PhysicalSizeYUnit,DocumentReference,entity,Observation,Device,0.340485155582428,False,magneto,
PhysicalSizeZ,DocumentReference,entity,Observation,Device,0.26693785190582275,False,magneto,
PhysicalSizeZUnit,DocumentReference,entity,Observation,Device,0.31636402010917664,False,magneto,
PixelsBigEndian,DocumentReference,entity,Observation,Device,0.34061023592948914,False,magneto,
PlaneCount,DocumentReference,entity,Observation,Observation,0.15917910635471344,True,magneto,
SizeC,DocumentReference,entity,Observation,Device,0.24158278107643127,False,magneto,
SizeT,DocumentReference,entity,Observation,Device,0.265902042388916,False,magneto,
SizeX,DocumentReference,entity,Observation,Specimen,0.24850405752658844,False,magneto,
SizeY,DocumentReference,entity,Observation,Specimen,0.29577481746673584,False,magneto,
SizeZ,DocumentReference,entity,Observation,Device,0.2375483363866806,False,magneto,
PixelType,DocumentReference,entity,Observation,Device,0.364107608795166,False,magneto,
MERFISHPositionsFile,DocumentReference,entity,Observation,Observation,0.24824821949005127,True,magneto,
MERFISHCodebookFile,DocumentReference,entity,Observation,DiagnosticReport,0.14189788699150085,False,magneto,
ImagingSegmentationDataType,DocumentReference,entity,Observation,Device,0.21800237894058228,False,magneto,
Parameterfile,DocumentReference,entity,Observation,DocumentReference,0.18215715885162354,False,magneto,
ImagingObjectClass,DocumentReference,entity,Observation,ResearchSubject,0.2885007858276367,False,magneto,
NumberofObjects,DocumentReference,entity,Observation,ResearchSubject,0.18725356459617615,False,magneto,
HTANParentChannelMetadataID,DocumentReference,entity,Observation,Device,0.2219981998205185,False,magneto,
UMIBarcodeOffset,DocumentReference,entity,Observation,Device,0.19281107187271118,False,magneto,
UMIBarcodeLength,DocumentReference,entity,Observation,Device,0.16527554392814636,False,magneto,
AlignedReadLength,DocumentReference,entity,Observation,Patient,0.1553545743227005,False,magneto,
NumberofFeatures,DocumentReference,entity,Observation,Specimen,0.23378686606884003,False,magneto,
ImagingSummaryStatistic,DocumentReference,entity,Observation,Device,0.23436634242534637,False,magneto,
10XGenomicsXeniumISSExperiment,DocumentReference,entity,ServiceRequest,Specimen,0.23670269548892975,False,magneto,
AnalyteType,Specimen,entity,Specimen,Specimen,0.332775354385376,True,magneto,
ImagingObjectClassDescription,DocumentReference,entity,Observation,ResearchSubject,0.3274799883365631,False,magneto,
CDNAOffset,DocumentReference,entity,Observation,DocumentReference,0.13929547369480133,False,magneto,
CDNALength,DocumentReference,entity,Observation,Patient,0.2609602212905884,False,magneto,
MedianUMIsperCellNumber,DocumentReference,entity,Observation,Specimen,0.142264261841774,False,magneto,
CellBarcodeOffset,DocumentReference,entity,Observation,Device,0.09527328610420227,False,magneto,
CellBarcodeLength,DocumentReference,entity,Observation,Device,0.05844162404537201,False,magneto,
ValidBarcodesCellNumber,DocumentReference,entity,Observation,DiagnosticReport,0.08773098140954971,False,magneto,
CustomGermlineVariantsWorkflowType,DocumentReference,entity,Observation,MedicationAdministration,0.16486158967018127,False,magneto,
CustomSomaticVariantsWorkflowType,DocumentReference,entity,Observation,MedicationAdministration,0.18905429542064667,False,magneto,
CustomStructuralVariantWorkflowType,DocumentReference,entity,Observation,DiagnosticReport,0.16890934109687805,False,magneto,
CustomAlignmentWorkflow,DocumentReference,entity,Observation,MedicationAdministration,0.20288580656051636,False,magneto,
FixationDuration,Specimen,entity,Observation,Patient,0.3578658699989319,False,magneto,
SlideChargeType,Specimen,entity,Observation,Device,0.2198016345500946,False,magneto,
SectionThicknessValue,Specimen,entity,Observation,FamilyMemberHistory,0.16552144289016724,False,magneto,
SectioningDaysfromIndex,Specimen,entity,Observation,FamilyMemberHistory,0.24890238046646118,False,magneto,
ShippingConditionType,Specimen,entity,Observation,Condition,0.30375197529792786,False,magneto,
SpecimenLaterality,Specimen,entity,Observation,Specimen,0.5992825031280518,False,magneto,
PortionWeight,Specimen,entity,Observation,Condition,0.24512876570224762,False,magneto,
TotalVolume,Specimen,entity,Observation,Device,0.22673580050468445,False,magneto,
TumorTissueType,Specimen,entity,Observation,Specimen,0.313118040561676,False,magneto,
BiospecimenDimension1,Specimen,entity,Observation,ResearchSubject,0.32894718647003174,False,magneto,
BiospecimenDimension2,Specimen,entity,Observation,ResearchSubject,0.3411892056465149,False,magneto,
BiospecimenDimension3,Specimen,entity,Observation,ResearchSubject,0.3486466407775879,False,magneto,
SectionNumberinSequence,Specimen,entity,Observation,DocumentReference,0.1510409712791443,False,magneto,
AcquisitionMethodOtherSpecify,Specimen,entity,Observation,ResearchSubject,0.3215172290802002,False,magneto,
TotalVolumeUnit,Specimen,entity,Observation,Patient,0.2744777500629425,False,magneto,
DimensionsUnit,Specimen,entity,Observation,Device,0.22570647299289703,False,magneto,
YearofDeath,Patient,entity,Observation,FamilyMemberHistory,0.29662615060806274,False,magneto,
CauseofDeath,Patient,entity,Observation,Observation,0.2986772656440735,True,magneto,
CauseofDeathSource,Patient,entity,Observation,DiagnosticReport,0.2739410996437073,False,magneto,
DaystoDeath,Patient,entity,Observation,Patient,0.1977500319480896,False,magneto,
MedicallyUnderservedScore,Patient,entity,Observation,MedicationAdministration,0.5157482028007507,False,magneto,
RelationshipGender,Patient,entity,Observation,FamilyMemberHistory,0.35743263363838196,False,magneto,
RelationshipAgeatDiagnosis,Patient,entity,Observation,FamilyMemberHistory,0.3523007929325104,False,magneto,
RelationshipPrimaryDiagnosis,Patient,entity,Observation,DiagnosticReport,0.31042274832725525,False,magneto,
RelationshipType,Patient,entity,Observation,FamilyMemberHistory,0.28253528475761414,False,magneto,
RelativeswithCancerHistoryCount,Patient,entity,Observation,FamilyMemberHistory,0.5726354718208313,False,magneto,
CigarettesperDay,Patient,entity,Observation,Medication,0.3115535378456116,False,magneto,
SmokingFrequency,Patient,entity,Observation,Observation,0.281602680683136,True,magneto,
TypeofSmokeExposure,Patient,entity,Observation,ResearchSubject,0.31226685643196106,False,magneto,
TimebetweenWakingandFirstSmoke,Patient,entity,Observation,Observation,0.1222371757030487,True,magneto,
TobaccoSmokingOnsetYear,Patient,entity,Observation,Medication,0.307387113571167,False,magneto,
TobaccoSmokingQuitYear,Patient,entity,Observation,Medication,0.3487229347229004,False,magneto,
TobaccoSmokingStatus,Patient,entity,Observation,Medication,0.3109610080718994,False,magneto,
TypeofTobaccoUsed,Patient,entity,Observation,Specimen,0.26615896821022034,False,magneto,
SecondhandSmokeasChild,Patient,entity,Observation,FamilyMemberHistory,0.2936078608036041,False,magneto,
SmokeExposureDuration,Patient,entity,Observation,Observation,0.2795984148979187,True,magneto,
TobaccoUseperDay,Patient,entity,Observation,Medication,0.2967272698879242,False,magneto,
SmokelessTobaccoQuitAge,Patient,entity,Observation,Patient,0.1762949377298355,False,magneto,
AlcoholDaysPerWeek,Patient,entity,Observation,Medication,0.2589591145515442,False,magneto,
AlcoholDrinksPerDay,Patient,entity,Observation,Medication,0.23543359339237213,False,magneto,
AlcoholHistory,Patient,entity,Observation,FamilyMemberHistory,0.46104225516319275,False,magneto,
AlcoholIntensity,Patient,entity,Observation,Observation,0.2742531895637512,True,magneto,
AlcoholType,Patient,entity,Observation,Group,0.21509838104248047,False,magneto,
MarijuanaUsePerWeek,Patient,entity,Observation,Medication,0.302481085062027,False,magneto,
DaystoProgression,Patient,entity,Observation,Observation,0.2651469111442566,True,magneto,
ProgressionorRecurrenceType,Patient,entity,Observation,DiagnosticReport,0.24814660847187042,False,magneto,
ProgressionorRecurrenceAnatomicSite,Patient,entity,Observation,DiagnosticReport,0.282937616109848,False,magneto,
Publication-associatedHTANParentDataFileID,DocumentReference,entity,DocumentReference,MedicationAdministration,0.28850871324539185,False,magneto,
DataType,DocumentReference,entity,ServiceRequest,Specimen,0.29806727170944214,False,magneto,
AtlasName,ResearchStudy,entity,ResearchStudy,Specimen,0.19736644625663757,False,magneto,
ResidualDisease,Patient,entity,Observation,DiagnosticReport,0.34261661767959595,False,magneto,
Yes-AnaplasiaPresent,Patient,entity,Observation,Patient,0.34435611963272095,False,magneto,
Yes-VascularInvasionPresent,Patient,entity,Observation,MedicationAdministration,0.2324620485305786,False,magneto,
Dead,Patient,entity,Observation,Patient,0.30391940474510193,False,magneto,
Level,DocumentReference,entity,DocumentReference,Patient,0.30892157554626465,False,magneto,
Organ,Patient,entity,Observation,Specimen,0.43128636479377747,False,magneto,
Treatment,MedicationAdministration,entity,DocumentReference,Medication,0.7137627601623535,False,magneto,
DataAccess,DocumentReference,entity,DocumentReference,MedicationAdministration,0.2916542589664459,False,magneto,
SynapseId,DocumentReference,entity,DocumentReference,Device,0.290166437625885,False,magneto,
Atlasid,ResearchStudy,entity,ResearchStudy,Device,0.2763800621032715,False,magneto,
DataFileID,DocumentReference,entity,DocumentReference,DiagnosticReport,0.252826988697052,False,magneto,
ParticipantID,Patient,entity,Patient,FamilyMemberHistory,0.3218349516391754,False,magneto,
ParentBiospecimenID,Specimen,entity,Specimen,FamilyMemberHistory,0.40456002950668335,False,magneto,
PublicationIds,DocumentReference,entity,Observation,ResearchSubject,0.3304693102836609,False,magneto,
IsRawSequencing,DocumentReference,entity,Observation,DocumentReference,0.3106822371482849,False,magneto,
ReleaseVersion,DocumentReference,entity,Observation,ResearchSubject,0.18429982662200928,False,magneto,
ParentDataFileID,DocumentReference,entity,DocumentReference,FamilyMemberHistory,0.3720749616622925,False,magneto,
Metadata,DocumentReference,entity,Observation,Observation,0.3138878643512726,True,magneto,
View,DocumentReference,entity,Observation,Observation,0.36137983202934265,True,magneto,
AnalyteBiospecimenType,Specimen,entity,Observation,Specimen,0.2766205370426178,False,magneto,
BloodBiospecimenType,Specimen,entity,Observation,Specimen,0.2678564786911011,False,magneto,
BoneMarrowBiospecimenType,Specimen,entity,Observation,Specimen,0.33327364921569824,False,magneto,
OtherAcquisitionMethod,Specimen,entity,Observation,ServiceRequest,0.36333122849464417,False,magneto,
TissueBiospecimenType,Specimen,entity,Observation,Specimen,0.28977662324905396,False,magneto,
UrineBiospecimenType,Specimen,entity,Observation,Medication,0.32795122265815735,False,magneto,
entityId,Specimen,entity,Observation,FamilyMemberHistory,0.3037683963775635,False,magneto,
Component,DocumentReference,entity,Observation,Device,0.43064066767692566,False,magneto,
HTANParticipantID,Patient,entity,Patient,Medication,0.4084736704826355,False,magneto,
HTANDataFileID,DocumentReference,entity,DocumentReference,Patient,0.2319616824388504,False,magneto,
HTANParentBiospecimenID,Specimen,entity,Specimen,FamilyMemberHistory,0.3781747817993164,False,magneto,
Checksum,DocumentReference,entity,Observation,Specimen,0.26657378673553467,False,magneto,
HTANBiospecimenID,Specimen,entity,Specimen,Medication,0.35070157051086426,False,magneto,
HTANParentDataFileID,DocumentReference,entity,DocumentReference,FamilyMemberHistory,0.47265493869781494,False,magneto,
TimepointLabel,Specimen,entity,Observation,DiagnosticReport,0.13467809557914734,False,magneto,
StartDaysfromIndex,Patient,entity,Observation,ResearchSubject,0.21133774518966675,False,magneto,
StopDaysfromIndex,Patient,entity,Observation,Condition,0.178214430809021,False,magneto,
SentinelLymphNodeCount,Patient,entity,Observation,ServiceRequest,0.26062795519828796,False,magneto,
SentinelNodePositiveAssessmentCount,Patient,entity,Observation,DiagnosticReport,0.24776910245418549,False,magneto,
TumorExtranodalExtensionIndicator,Condition,entity,Observation,DiagnosticReport,0.26671135425567627,False,magneto,
SatelliteMetastasisPresentIndicator,Patient,entity,Observation,Device,0.2834053635597229,False,magneto,
OtherBiopsyResectionSite,Patient,entity,Observation,ResearchSubject,0.34228479862213135,False,magneto,
ExtentofTumorResection,Patient,entity,Observation,ResearchSubject,0.2016121745109558,False,magneto,
PriorSitesofRadiation,Patient,entity,Observation,Observation,0.1859682947397232,True,magneto,
Immunosuppression,MedicationAdministration,entity,Observation,Medication,0.44913166761398315,False,magneto,
ConcomitantMedicationReceivedType,MedicationAdministration,entity,Observation,Device,0.2136373221874237,False,magneto,
FamilyMemberVitalStatusIndicator,Patient,entity,Observation,FamilyMemberHistory,0.6311886310577393,False,magneto,
COVID19OccurrenceIndicator,Patient,entity,Observation,DiagnosticReport,0.3502925634384155,False,magneto,
COVID19CurrentStatus,Patient,entity,Observation,DiagnosticReport,0.2560288608074188,False,magneto,
COVID19PositiveLabTestIndicator,Patient,entity,Observation,DiagnosticReport,0.41331538558006287,False,magneto,
COVID19AntibodyTesting,Patient,entity,Observation,DiagnosticReport,0.30159056186676025,False,magneto,
COVID19ComplicationsSeverity,Patient,entity,Observation,DiagnosticReport,0.26356372237205505,False,magneto,
COVID19CancerTreatmentFollowup,Patient,entity,Observation,Patient,0.3061196804046631,False,magneto,
Ecigvapeuse,Patient,entity,Observation,Observation,0.288535475730896,True,magneto,
Ecigvape30dayusenum,Patient,entity,Observation,Patient,0.1924789845943451,False,magneto,
Ecigvapetimesperday,Patient,entity,Observation,Medication,0.1979609727859497,False,magneto,
Chewingtobaccodailyusecount,Patient,entity,Observation,Observation,0.23653942346572876,True,magneto,
Secondhandsmokeexposureyears,Patient,entity,Observation,FamilyMemberHistory,0.3375978171825409,False,magneto,
KnownGeneticPredispositionMutation,Patient,entity,Observation,FamilyMemberHistory,0.24203239381313324,False,magneto,
HereditaryCancerPredispositionSyndrome,Patient,entity,Observation,FamilyMemberHistory,0.20084719359874725,False,magneto,
CancerAssociatedGeneMutations,Patient,entity,Observation,DiagnosticReport,0.16159018874168396,False,magneto,
MutationalSignatures,Patient,entity,Observation,Specimen,0.2558600902557373,False,magneto,
MismatchRepairSystemStatus,Patient,entity,Observation,DiagnosticReport,0.3297520875930786,False,magneto,
LabTestsforMMRStatus,Patient,entity,Observation,Specimen,0.4003368020057678,False,magneto,
ModeofCancerDetection,Patient,entity,Observation,DiagnosticReport,0.2881072461605072,False,magneto,
EducationLevel,Patient,entity,Observation,ResearchStudy,0.30358827114105225,False,magneto,
CountryofBirth,Patient,entity,Observation,FamilyMemberHistory,0.1927160769701004,False,magneto,
MedicallyUnderservedArea,Patient,entity,Observation,Medication,0.5120944976806641,False,magneto,
RuralvsUrban,Patient,entity,Observation,ResearchSubject,0.2927471101284027,False,magneto,
CancerIncidence,Patient,entity,Observation,Medication,0.3346874713897705,False,magneto,
CancerIncidenceLocation,Patient,entity,Observation,Patient,0.278178334236145,False,magneto,
VitalStatus,Patient,entity,Patient,Patient,0.35616087913513184,True,magneto,
AgeatDiagnosis,Patient,entity,Condition,DiagnosticReport,0.2880592346191406,False,magneto,
Morphology,Patient,entity,Observation,Specimen,0.3947206139564514,False,magneto,
ProgressionorRecurrence,Patient,entity,Condition,Patient,0.21573635935783386,False,magneto,
SiteofResectionorBiopsy,Specimen,entity,Specimen,ResearchSubject,0.27806970477104187,False,magneto,
TissueorOrganofOrigin,Patient,entity,Condition,Specimen,0.29551881551742554,False,magneto,
NCIAtlasCancerSite,,entity,Condition,MedicationAdministration,0.2725943624973297,False,magneto,
GeneSymbol,Patient,entity,Observation,Specimen,0.3013739287853241,False,magneto,
MolecularAnalysisMethod,Patient,entity,Observation,Observation,0.2537125051021576,True,magneto,
TestResult,Patient,entity,Observation,DiagnosticReport,0.3634793162345886,False,magneto,
TumorLargestDimensionDiameter,,entity,Observation,DiagnosticReport,0.20383413136005402,False,magneto,
LungCancerTier3,,entity,Specimen,Patient,0.3288576006889343,False,magneto,
LungCancerDetectionMethodType,Patient,entity,Condition,MedicationAdministration,0.2059733271598816,False,magneto,
BreastCancerTier3,Patient,entity,Patient,Patient,0.30210596323013306,True,magneto,
ProstateCancerTier3,,entity,Specimen,Patient,0.3093661665916443,False,magneto,
PancreaticIPMNPathologyEpithelialSubtype,Patient,entity,Observation,DiagnosticReport,0.1667739450931549,False,magneto,
PancreaticDuctFinalPathologyType,Patient,entity,Observation,DiagnosticReport,0.22929883003234863,False,magneto,
DaystoBirth,Patient,entity,Observation,Medication,0.21194672584533691,False,magneto,
CountryofResidence,Patient,entity,Observation,ServiceRequest,0.22154583036899567,False,magneto,
AgeIsObfuscated,Patient,entity,Observation,Device,0.23535919189453125,False,magneto,
YearOfBirth,Patient,entity,Observation,FamilyMemberHistory,0.2868732810020447,False,magneto,
OccupationDurationYears,Patient,entity,Observation,FamilyMemberHistory,0.2841479182243347,False,magneto,
PrematureAtBirth,Patient,entity,Observation,Medication,0.2988557517528534,False,magneto,
WeeksGestationatBirth,Patient,entity,Observation,FamilyMemberHistory,0.2453952431678772,False,magneto,
RelativewithCancerHistory,Patient,entity,Observation,FamilyMemberHistory,0.4538426399230957,False,magneto,
SmokingExposure,Patient,entity,Observation,Observation,0.3944586515426636,True,magneto,
AlcoholExposure,Patient,entity,Observation,Observation,0.3095148205757141,True,magneto,
AsbestosExposure,Patient,entity,Observation,Medication,0.30181851983070374,False,magneto,
CoalDustExposure,Patient,entity,Observation,Observation,0.29543498158454895,True,magneto,
EnvironmentalTobaccoSmokeExposure,Patient,entity,Observation,ResearchSubject,0.26282113790512085,False,magneto,
RadonExposure,Patient,entity,Observation,Observation,0.31835904717445374,True,magneto,
RespirableCrystallineSilicaExposure,Patient,entity,Observation,Specimen,0.2225751131772995,False,magneto,
AdverseEvent,Patient,entity,Observation,Observation,0.2734507620334625,True,magneto,
BarrettsEsophagusGobletCellsPresent,Patient,entity,Observation,Medication,0.3227361738681793,False,magneto,
BMI,Patient,entity,Observation,Condition,0.1853935718536377,False,magneto,
CauseofResponse,Patient,entity,Observation,ServiceRequest,0.4227699637413025,False,magneto,
Comorbidity,Patient,entity,Observation,Medication,0.32438182830810547,False,magneto,
ComorbidityMethodofDiagnosis,Patient,entity,Observation,DiagnosticReport,0.33260542154312134,False,magneto,
DaystoAdverseEvent,Patient,entity,Observation,Observation,0.19959785044193268,True,magneto,
DaystoComorbidity,Patient,entity,Observation,Condition,0.30913373827934265,False,magneto,
DiseaseResponse,Patient,entity,Observation,DiagnosticReport,0.47603094577789307,False,magneto,
DLCORefPredictivePercent,Patient,entity,Observation,DiagnosticReport,0.20863282680511475,False,magneto,
ECOGPerformanceStatus,Patient,entity,Observation,DiagnosticReport,0.26272326707839966,False,magneto,
FEV1FVCPostBronchPercent,Patient,entity,Observation,ResearchSubject,0.2646726667881012,False,magneto,
FEV1FVCPreBronchPercent,Patient,entity,Observation,ResearchSubject,0.27514350414276123,False,magneto,
FEV1RefPostBronchPercent,Patient,entity,Observation,ResearchSubject,0.2890090048313141,False,magneto,
FEV1RefPreBronchPercent,Patient,entity,Observation,DiagnosticReport,0.2596161365509033,False,magneto,
Height,Patient,entity,Observation,Specimen,0.3088516294956207,False,magneto,
HepatitisSustainedVirologicalResponse,Patient,entity,Observation,DiagnosticReport,0.19653964042663574,False,magneto,
HPVPositiveType,Patient,entity,Observation,Patient,0.22735707461833954,False,magneto,
KarnofskyPerformanceStatus,Patient,entity,Observation,DiagnosticReport,0.3343866169452667,False,magneto,
MenopauseStatus,Patient,entity,Observation,Medication,0.2778581380844116,False,magneto,
PancreatitisOnsetYear,Patient,entity,Observation,DiagnosticReport,0.2522065043449402,False,magneto,
RefluxTreatmentType,Patient,entity,Observation,ResearchStudy,0.2693103849887848,False,magneto,
RiskFactor,Patient,entity,Observation,Device,0.28264760971069336,False,magneto,
RiskFactorTreatment,Patient,entity,Observation,MedicationAdministration,0.2697329521179199,False,magneto,
ViralHepatitisSerologies,Patient,entity,Observation,Patient,0.14883995056152344,False,magneto,
Weight,Patient,entity,Observation,Observation,0.30078282952308655,True,magneto,
AdverseEventGrade,Patient,entity,Observation,DiagnosticReport,0.3037102520465851,False,magneto,
AIDSRiskFactors,,entity,Observation,Patient,0.2416084110736847,False,magneto,
BodySurfaceArea,Patient,entity,Observation,Device,0.250652551651001,False,magneto,
CD4Count,Patient,entity,Observation,DiagnosticReport,0.1586454212665558,False,magneto,
CDCHIVRiskFactors,Patient,entity,Observation,DiagnosticReport,0.25606274604797363,False,magneto,
DaystoImaging,Patient,entity,Observation,Observation,0.1397211104631424,True,magneto,
HAARTTreatmentIndicator,Patient,entity,Observation,Patient,0.3556969463825226,False,magneto,
HIVViralLoad,Patient,entity,Observation,Medication,0.3915219008922577,False,magneto,
HormonalContraceptiveUse,Patient,entity,Observation,Medication,0.3252265155315399,False,magneto,
HysterectomyMarginsInvolved,Patient,entity,Observation,Patient,0.19806422293186188,False,magneto,
HysterectomyType,Patient,entity,Observation,Specimen,0.13733753561973572,False,magneto,
ImagingResult,Patient,entity,Observation,ResearchSubject,0.29394543170928955,False,magneto,
ImagingType,Patient,entity,Observation,Device,0.3983941078186035,False,magneto,
ImmunosuppressiveTreatmentType,Patient,entity,Observation,Medication,0.3062976896762848,False,magneto,
NadirCD4Count,Patient,entity,Observation,Condition,0.267679363489151,False,magneto,
PregnancyOutcome,Patient,entity,Observation,Medication,0.2600542902946472,False,magneto,
RecistTargetedRegionsNumber,Patient,entity,Observation,DocumentReference,0.25325363874435425,False,magneto,
RecistTargetedRegionsSum,Patient,entity,Observation,DocumentReference,0.2354099303483963,False,magneto,
ScanTracerUsed,Patient,entity,Observation,DiagnosticReport,0.32292693853378296,False,magneto,
TreatmentorTherapy,Patient,entity,Observation,Medication,0.5446322560310364,False,magneto,
TreatmentEffect,MedicationAdministration,entity,Observation,Medication,0.5279901027679443,False,magneto,
DaystoTreatmentEnd,Patient,entity,MedicationAdministration,Patient,0.1962335705757141,False,magneto,
DaystoTreatmentStart,Patient,entity,MedicationAdministration,Medication,0.1689823567867279,False,magneto,
InitialDiseaseStatus,Patient,entity,Condition,DiagnosticReport,0.4191768765449524,False,magneto,
RegimenorLineofTherapy,Patient,entity,Observation,Medication,0.5232146978378296,False,magneto,
TherapeuticAgents,Patient,entity,Medication,Medication,0.4792998731136322,True,magneto,
TreatmentIntentType,Patient,entity,Observation,Medication,0.46540912985801697,False,magneto,
ChemoConcurrenttoRadiation,Patient,entity,Observation,DocumentReference,0.14170026779174805,False,magneto,
NumberofCycles,Patient,entity,Observation,Observation,0.1335448920726776,True,magneto,
ReasonTreatmentEnded,Patient,entity,MedicationAdministration,Observation,0.3402816653251648,False,magneto,
TreatmentDose,Patient,entity,MedicationAdministration,Medication,0.6625213027000427,False,magneto,
TreatmentEffectIndicator,Patient,entity,Observation,Medication,0.5554983615875244,False,magneto,
TreatmentFrequency,MedicationAdministration,entity,Observation,Medication,0.3299129605293274,False,magneto,
YearofDiagnosis,Patient,entity,Observation,Medication,0.3085082173347473,False,magneto,
PrecancerousConditionType,,entity,Condition,Condition,0.24056246876716614,True,magneto,
MetastasisatDiagnosisSite,,entity,Condition,MedicationAdministration,0.2638341188430786,False,magneto,
AAChange,Patient,entity,Observation,Observation,0.2764894366264343,True,magneto,
Antigen,Patient,entity,Observation,Specimen,0.27814939618110657,False,magneto,
ClinicalBiospecimenType,Specimen,entity,Observation,MedicationAdministration,0.41459959745407104,False,magneto,
BloodTestNormalRangeUpper,Patient,entity,Observation,DiagnosticReport,0.3182331323623657,False,magneto,
BloodTestNormalRangeLower,Patient,entity,Observation,DiagnosticReport,0.3565419018268585,False,magneto,
CellCount,Patient,entity,Observation,Observation,0.18063537776470184,True,magneto,
Clonality,Specimen,entity,Observation,Observation,0.3207387328147888,True,magneto,
CopyNumber,Patient,entity,Observation,DocumentReference,0.3193678855895996,False,magneto,
Cytoband,Patient,entity,Observation,Device,0.2766503095626831,False,magneto,
HistoneFamily,Patient,entity,Observation,FamilyMemberHistory,0.38792264461517334,False,magneto,
HistoneVariant,Patient,entity,Observation,Specimen,0.1778484582901001,False,magneto,
Intron,Specimen,entity,Observation,Observation,0.26587092876434326,True,magneto,
LaboratoryTest,Patient,entity,Observation,Specimen,0.36568328738212585,False,magneto,
LociAbnormalCount,Patient,entity,Observation,FamilyMemberHistory,0.19935375452041626,False,magneto,
LociCount,Patient,entity,Observation,Observation,0.1863519549369812,True,magneto,
Locus,Patient,entity,Observation,Specimen,0.2599896490573883,False,magneto,
MismatchRepairMutation,Patient,entity,Observation,DocumentReference,0.23235493898391724,False,magneto,
MolecularConsequence,Patient,entity,Observation,Observation,0.15163707733154297,True,magneto,
Pathogenicity,Patient,entity,Observation,Patient,0.2433599978685379,False,magneto,
Ploidy,Patient,entity,Observation,Specimen,0.27508628368377686,False,magneto,
SecondExon,Patient,entity,Observation,Specimen,0.24826359748840332,False,magneto,
SecondGeneSymbol,Patient,entity,Observation,Specimen,0.28328049182891846,False,magneto,
SpecializedMolecularTest,Patient,entity,Observation,Specimen,0.27064943313598633,False,magneto,
TestAnalyteType,Patient,entity,Specimen,DiagnosticReport,0.38471147418022156,False,magneto,
